,an,NO_SEQ_COLL,DT_ACCDN,heure_accdn,JR_SEMN_ACCDN,gravite,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,NB_VICTIMES_TOTAL,NB_VEH_IMPLIQUES_ACCDN,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,CD_MUNCP,REG_ADM,MRC,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NO_ROUTE,CD_PNT_CDRNL_ROUTE,BORNE_KM_ACCDN,NB_METRE_DIST_ACCD,CD_PNT_CDRNL_REPRR,VITESSE_AUTOR,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_COND_METEO,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VTT,nb_autres_types,nb_veh_non_precise,address,lat,lon
45776,2015,2015 _ 45777,2015-11-18,16:00:00-16:59:00,ME,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD MASSON,1.0,MICHELET,,,,,,50.0,31.0,,11.0,2.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1 BD MASSON,0.0,0.0
45777,2015,2015 _ 45778,2015-11-18,18:00:00-18:59:00,ME,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,1RE AV,,DES PINS E,,,,,,,31.0,,11.0,3.0,3.0,13.0,1.0,11.0,32.0,6.0,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 1RE AV,0.0,0.0
45778,2015,2015 _ 45779,2015-11-19,07:00:00-07:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,41E RUE O,1.0,2E AV O,,,,,O,50.0,41.0,,11.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1 41E RUE O,0.0,0.0
45779,2015,2015 _ 45780,2015-11-19,08:00:00-08:59:00,JE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2757.0,,CH STE FOY,,,,,,,,,49.0,,11.0,1.0,2.0,21.0,,11.0,99.0,,9.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2757 CH STE FOY,0.0,0.0
45780,2015,2015 _ 45781,2015-11-19,11:00:00-11:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),570.0,,MONTMARTRE,2.0,SACRE COEUR,,,,25.0,E,50.0,31.0,,11.0,1.0,2.0,14.0,,11.0,33.0,,2.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,570 MONTMARTRE,0.0,0.0
45781,2015,2015 _ 45782,2015-11-19,13:00:00-13:59:00,JE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,1RE AV,1.0,DES PINS,,,,,S,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 1RE AV,0.0,0.0
45782,2015,2015 _ 45783,2015-11-19,16:00:00-16:59:00,JE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,1,1,23027,Capitale-Nationale(03),Québec (23 ),1963.0,,FRANK CARREL,2.0,FACE AU PLANET X,,,,,,50.0,33.0,,12.0,3.0,3.0,13.0,1.0,11.0,34.0,6.0,2.0,,14.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1963 FRANK CARREL,0.0,0.0
45783,2015,2015 _ 45784,2015-11-19,17:00:00-17:59:00,JE,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,D ESTIMAUVILLE,2.0,2601 DE LA CANARDIERE,,,,,N,50.0,32.0,,12.0,2.0,3.0,21.0,1.0,11.0,32.0,6.0,2.0,,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 D ESTIMAUVILLE,0.0,0.0
45784,2015,2015 _ 45785,2015-11-19,17:00:00-17:59:00,JE,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,GARE DU PALAIS,1.0,ST NICOLAS,,,,,,,32.0,,12.0,3.0,3.0,13.0,1.0,11.0,32.0,6.0,1.0,,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 GARE DU PALAIS,0.0,0.0
45785,2015,2015 _ 45786,2015-11-19,16:00:00-16:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),2690.0,,QUATRE BOURGEOIS,,,,,,,,50.0,31.0,,12.0,3.0,2.0,13.0,,11.0,34.0,,3.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2690 QUATRE BOURGEOIS,0.0,0.0
45786,2015,2015 _ 45787,2015-11-19,17:00:00-17:59:00,JE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),5100.0,,BD DES GALERIES,,,,,,,,50.0,31.0,,12.0,3.0,3.0,13.0,1.0,13.0,32.0,6.0,5.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,5100 BD DES GALERIES,0.0,0.0
45787,2015,2015 _ 45788,2015-11-19,17:00:00-17:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,LAURIER,,BERNARDIN MORIN,,,,,,50.0,31.0,,12.0,3.0,3.0,13.0,1.0,11.0,32.0,6.0,5.0,,15.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 LAURIER,0.0,0.0
45788,2015,2015 _ 45789,2015-11-19,18:00:00-18:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD MASSON,1.0,BD PERE LELIEVRE,,,,,,50.0,31.0,,12.0,3.0,3.0,13.0,,11.0,32.0,,2.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD MASSON,0.0,0.0
45789,2015,2015 _ 45790,2015-11-19,19:00:00-19:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,ISIDORE GARON,1.0,PINGUET,,,,,,50.0,31.0,,12.0,3.0,2.0,14.0,,13.0,32.0,,2.0,,14.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 ISIDORE GARON,0.0,0.0
45790,2015,2015 _ 45791,2015-11-19,20:00:00-20:59:00,JE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,N-D,,AEROPORT,,,,,,50.0,42.0,,12.0,3.0,2.0,13.0,,11.0,32.0,,2.0,,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 N-D,0.0,0.0
45791,2015,2015 _ 45792,2015-11-20,09:00:00-09:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,1RE AV,1.0,DES PINS E,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 1RE AV,0.0,0.0
45792,2015,2015 _ 45793,2015-11-18,08:00:00-08:59:00,ME,Léger,0,0,1,1,2,0,0,0,0,0,0,0,1,1,23027,Capitale-Nationale(03),Québec (23 ),,,MGR GAUTHIER,1.0,EUGENE COTE,,,,,O,50.0,33.0,,11.0,1.0,2.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1 MGR GAUTHIER,0.0,0.0
45793,2015,2015 _ 45794,2015-11-20,11:00:00-11:59:00,VE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1475.0,,LEBOURGNEUF,2.0,FACE,,,,,,50.0,31.0,,12.0,1.0,3.0,13.0,1.0,11.0,34.0,6.0,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1475 LEBOURGNEUF,0.0,0.0
45794,2015,2015 _ 45795,2015-11-20,13:00:00-13:59:00,VE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,1,1,23027,Capitale-Nationale(03),Québec (23 ),,,76E RUE E,1.0,1RE AV,,,,,,50.0,33.0,,11.0,1.0,2.0,13.0,1.0,12.0,32.0,6.0,3.0,,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1 76E RUE E,0.0,0.0
45795,2015,2015 _ 45796,2015-11-20,13:00:00-13:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,MARIE INCARNATION,,MONTMARTRE,,,,5.0,E,50.0,31.0,,11.0,1.0,3.0,13.0,,11.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 MARIE INCARNATION,0.0,0.0
45796,2015,2015 _ 45797,2015-11-20,14:00:00-14:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),4559.0,,PROM DES SOEURS,,,,,,,S,50.0,31.0,,11.0,1.0,2.0,14.0,,11.0,33.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,4559 PROM DES SOEURS,0.0,0.0
45797,2015,2015 _ 45798,2015-11-20,14:00:00-14:59:00,VE,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),862.0,,D ONTARIO,,,,,,,,50.0,32.0,,11.0,1.0,2.0,14.0,1.0,11.0,32.0,6.0,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,862 D ONTARIO,0.0,0.0
45798,2015,2015 _ 45799,2015-11-20,17:00:00-17:59:00,VE,Léger,0,0,2,2,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),68.0,,BD DU LAC,,,,,,,,50.0,31.0,,11.0,3.0,2.0,22.0,6.0,11.0,33.0,7.0,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,68 BD DU LAC,0.0,0.0
45799,2015,2015 _ 45800,2015-11-17,16:00:00-16:59:00,MA,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),7440.0,,HENRI BOURASSA,,,,,,,,,32.0,,11.0,1.0,3.0,21.0,1.0,11.0,,10.0,9.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,7440 HENRI BOURASSA,0.0,0.0
45800,2015,2015 _ 45801,2015-11-20,16:00:00-16:59:00,VE,Léger,0,0,1,1,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,MASSON,1.0,MUSSET,,,,,S,50.0,31.0,,11.0,2.0,3.0,13.0,1.0,11.0,32.0,6.0,2.0,,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1 MASSON,0.0,0.0
45801,2015,2015 _ 45802,2015-11-20,16:00:00-16:59:00,VE,Grave,0,1,0,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,HOCHELAGA,2.0,LAVIGERIE,,,,,O,50.0,32.0,,11.0,3.0,2.0,13.0,1.0,11.0,33.0,6.0,5.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 HOCHELAGA,0.0,0.0
45802,2015,2015 _ 45803,2015-11-20,16:00:00-16:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,RTE DE L EGLISE,1.0,DU GENERAL TREMBLAY,,,,,,50.0,31.0,,11.0,2.0,2.0,13.0,,11.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 RTE DE L EGLISE,0.0,0.0
45803,2015,2015 _ 45804,2015-11-20,16:00:00-16:59:00,VE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD DE L ORMIERE,1.0,BLAIN,,,,,N,50.0,31.0,,11.0,3.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD DE L ORMIERE,0.0,0.0
45804,2015,2015 _ 45805,2015-11-20,17:00:00-17:59:00,VE,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,RTE EGLISE,1.0,WILFRID LEGARE,,,,5.0,S,50.0,31.0,,11.0,3.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 RTE EGLISE,0.0,0.0
45805,2015,2015 _ 45806,2015-11-20,21:00:00-21:59:00,VE,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,STE CATHERINE,1.0,ST VALLIER O,,,,,,50.0,32.0,,11.0,3.0,,14.0,,12.0,32.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 STE CATHERINE,0.0,0.0
45806,2015,2015 _ 45807,2015-11-20,20:00:00-20:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CLEMENCEAU,,ST DAVID,,,,,,50.0,31.0,,11.0,3.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CLEMENCEAU,0.0,0.0
45807,2015,2015 _ 45808,2015-11-20,22:00:00-22:59:00,VE,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,RTE JEAN GAUVIN,2.0,TRAIT CARRE DE LA PLAINE,,,,20.0,S,50.0,99.0,,11.0,4.0,5.0,15.0,,13.0,33.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 RTE JEAN GAUVIN,0.0,0.0
45808,2015,2015 _ 45809,2015-11-21,10:00:00-10:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CHALUTIER,1.0,DORCHESTER,,,,,,,31.0,,11.0,1.0,3.0,13.0,,11.0,32.0,,,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 CHALUTIER,0.0,0.0
45809,2015,2015 _ 45810,2015-11-21,10:00:00-10:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BOUVIER,,DES REPLATS,,,,,E,50.0,31.0,,11.0,1.0,3.0,13.0,,11.0,33.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BOUVIER,0.0,0.0
45810,2015,2015 _ 45811,2015-11-21,12:00:00-12:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,,1.0,PRES DE RHEAUME,,,,,E,,31.0,,11.0,1.0,3.0,21.0,,13.0,40.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
45811,2015,2015 _ 45812,2015-11-20,18:00:00-18:59:00,VE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1200.0,,DUPLESSIS,,,,,,,,70.0,31.0,,11.0,3.0,3.0,12.0,,11.0,33.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1200 DUPLESSIS,0.0,0.0
45812,2015,2015 _ 45813,2015-11-21,14:00:00-14:59:00,SA,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,WILFRID HAMEL,1.0,FLEUR DE LYS,,,,,,,31.0,,11.0,1.0,3.0,12.0,,11.0,33.0,,3.0,,12.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1 WILFRID HAMEL,0.0,0.0
45813,2015,2015 _ 45814,2015-11-21,16:00:00-16:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23072,Capitale-Nationale(03),Québec (23 ),,,RTE 138,1.0,ROTTERDAM,138.0,,,,S,70.0,31.0,,11.0,3.0,3.0,12.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 RTE 138,0.0,0.0
45814,2015,2015 _ 45815,2015-11-21,20:00:00-20:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DE LA FAUNE,1.0,AUT LAURENTIEN,,,,100.0,E,50.0,31.0,,11.0,3.0,3.0,12.0,,11.0,33.0,,5.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 DE LA FAUNE,0.0,0.0
45815,2015,2015 _ 45816,2015-11-21,21:00:00-21:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),1302.0,,DU CORINDON,,,,,,,,,31.0,,11.0,3.0,2.0,14.0,,11.0,34.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1302 DU CORINDON,0.0,0.0
45816,2015,2015 _ 45817,2015-11-21,23:00:00-23:59:00,SA,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CENTRAL,1.0,HENRI LETONDAL,,,,,N,30.0,31.0,,11.0,3.0,2.0,14.0,,11.0,32.0,,2.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 CENTRAL,0.0,0.0
45817,2015,2015 _ 45818,2015-11-22,00:00:00-00:59:00,DI,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CH STE FOY,1.0,RTE DU VALLON,,,,,S,50.0,50.0,,11.0,3.0,3.0,13.0,,24.0,32.0,,3.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 CH STE FOY,0.0,0.0
45818,2015,2015 _ 45819,2015-11-22,10:00:00-10:59:00,DI,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,SENEGAL,1.0,LOUIS XIV,,,,,S,50.0,31.0,,12.0,1.0,2.0,14.0,,11.0,32.0,,2.0,,12.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1 SENEGAL,0.0,0.0
45819,2015,2015 _ 45820,2015-11-21,22:00:00-22:59:00,SA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),965.0,,RTE DE L EGLISE,,,,,,,,,,,11.0,3.0,3.0,21.0,,11.0,40.0,,,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,965 RTE DE L EGLISE,0.0,0.0
45820,2015,2015 _ 45821,2015-11-19,10:00:00-10:59:00,JE,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DE LA REINE,1.0,MONSEIGNEUR GAUVREAU,,,,5.0,O,50.0,31.0,,11.0,3.0,2.0,14.0,,11.0,32.0,,1.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1 DE LA REINE,0.0,0.0
45821,2015,2015 _ 45822,2015-11-22,13:00:00-13:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,BD LEBOURNEUF,1.0,BD ROBERT BOURASSA,,,,200.0,E,50.0,31.0,,11.0,1.0,3.0,13.0,,11.0,34.0,,4.0,,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD LEBOURNEUF,0.0,0.0
45822,2015,2015 _ 45823,2015-11-22,13:00:00-13:59:00,DI,Léger,0,0,1,1,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),3135.0,,ST LOUIS,,,,,,,,50.0,31.0,,11.0,1.0,3.0,13.0,1.0,11.0,34.0,6.0,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,3135 ST LOUIS,0.0,0.0
45823,2015,2015 _ 45824,2015-11-22,15:00:00-15:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),5520.0,,DES GRADINS,,,,,,,,,31.0,,11.0,1.0,3.0,21.0,,11.0,40.0,,9.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,5520 DES GRADINS,0.0,0.0
45824,2015,2015 _ 45825,2015-11-22,15:00:00-15:59:00,DI,Dommages matériels seulement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,699 ST JEAN,1.0,COTE STE GENEVIEVE,,,,,S,50.0,31.0,,11.0,2.0,3.0,14.0,,23.0,32.0,,1.0,,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1 699 ST JEAN,0.0,0.0
45825,2015,2015 _ 45826,2015-11-22,18:00:00-18:59:00,DI,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23057,Capitale-Nationale(03),Québec (23 ),,,BD WILFRID HAMEL,1.0,N-D,,,,,,50.0,31.0,,11.0,3.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 BD WILFRID HAMEL,0.0,0.0
45826,2015,2015 _ 45827,2015-11-23,09:00:00-09:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,EMILE COTE,1.0,RICHER,,,,,,50.0,31.0,,11.0,1.0,1.0,14.0,,13.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 EMILE COTE,0.0,0.0
45827,2015,2015 _ 45828,2015-11-23,Non précisé,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,,1.0,AQUEDUC,,,,,,50.0,31.0,,11.0,1.0,2.0,14.0,,11.0,,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
45828,2015,2015 _ 45829,2015-11-23,13:00:00-13:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,AUT HENR IV,2.0,BD QUATRE BOURGEOIS,,,,100.0,N,90.0,31.0,,11.0,1.0,9.0,19.0,,13.0,99.0,,3.0,,11.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1 AUT HENR IV,0.0,0.0
45829,2015,2015 _ 45830,2015-11-23,13:00:00-13:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,CHANOINE SCOTT,1.0,PERE CHAUMONOT,,,,,,50.0,31.0,,17.0,1.0,2.0,14.0,,13.0,32.0,,2.0,,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1 CHANOINE SCOTT,0.0,0.0
45830,2015,2015 _ 45831,2015-11-23,13:00:00-13:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),552.0,,WILFRID HAMEL,,STAT,,,,,,,31.0,,11.0,1.0,3.0,21.0,,11.0,40.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,552 WILFRID HAMEL,0.0,0.0
45831,2015,2015 _ 45832,2015-11-23,15:00:00-15:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,DE LA CHAPELLE ET BD CHAREST E,,,,,,,,50.0,31.0,,11.0,1.0,3.0,14.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 DE LA CHAPELLE ET BD CHAREST E,0.0,0.0
45832,2015,2015 _ 45833,2015-11-23,14:00:00-14:59:00,LU,Dommages matériels seulement,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),761.0,,AV DES DIAMANTS,,,,,,,,50.0,31.0,,11.0,1.0,2.0,14.0,,13.0,34.0,,5.0,,11.0,3,0,0,0,0,0,0,0,0,0,0,0,0,761 AV DES DIAMANTS,0.0,0.0
45833,2015,2015 _ 45834,2015-11-23,15:00:00-15:59:00,LU,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,MONTMAGNY,1.0,RAOUL JOBIN,,,,,,50.0,31.0,,11.0,1.0,2.0,14.0,,11.0,32.0,,2.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 MONTMAGNY,0.0,0.0
45834,2015,2015 _ 45835,2015-11-24,06:00:00-06:59:00,MA,Grave,0,1,1,2,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,EUGENE LAMONTAGNE,1.0,WILFRID HAMEL,,,,,,50.0,31.0,,11.0,1.0,3.0,13.0,1.0,11.0,32.0,2.0,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 EUGENE LAMONTAGNE,0.0,0.0
45835,2015,2015 _ 45836,2015-11-24,11:00:00-11:59:00,MA,Léger,0,0,1,1,1,0,1,1,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,HENRI BOURASSA,1.0,CHARDONNERETS,,,,,,50.0,32.0,,11.0,1.0,3.0,13.0,1.0,11.0,32.0,6.0,3.0,,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1 HENRI BOURASSA,0.0,0.0
45836,2015,2015 _ 45837,2015-11-24,11:00:00-11:59:00,MA,Dommages matériels seulement,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23027,Capitale-Nationale(03),Québec (23 ),,,VOLIERE,1.0,STE GENEVIEVE,,,,,,50.0,31.0,,11.0,1.0,3.0,13.0,,11.0,32.0,,3.0,,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1 VOLIERE,0.0,0.0
